time,P,G(i),H_sun,T2m,WS10m,Int
20190119:0710,0.0,0.0,0.0,-4.99,1.93,0.0
20190119:0810,182515.0,408.63,8.23,-4.88,1.86,0.0
20190119:0910,282715.0,635.58,14.28,-3.38,2.0,0.0
20190119:1010,358505.0,820.52,18.37,-2.13,2.28,0.0
20190119:1110,366090.0,842.67,20.14,-1.32,2.34,0.0
20190119:1210,344270.0,791.1,19.38,-0.43,2.41,0.0
20190119:1310,318335.0,727.23,16.19,-0.13,2.55,0.0
20190119:1410,209720.0,476.38,10.89,-0.4,2.55,0.0
20190119:1510,78110.0,194.58,3.9,-1.47,2.34,0.0
20190119:1610,0.0,0.0,0.0,-2.8,2.41,0.0
20190119:1710,0.0,0.0,0.0,-3.63,2.48,0.0
20190119:1810,0.0,0.0,0.0,-4.31,2.34,0.0
20190119:1910,0.0,0.0,0.0,-5.19,2.21,0.0
20190119:2010,0.0,0.0,0.0,-6.25,2.14,0.0
20190119:2110,0.0,0.0,0.0,-7.61,2.0,0.0
20190119:2210,0.0,0.0,0.0,-8.49,1.93,0.0
20190119:2310,0.0,0.0,0.0,-8.37,1.86,0.0
20190120:0010,0.0,0.0,0.0,-7.88,1.79,0.0
20190120:0110,0.0,0.0,0.0,-7.48,1.72,0.0
20190120:0210,0.0,0.0,0.0,-7.62,1.72,0.0
20190120:0310,0.0,0.0,0.0,-7.93,1.66,0.0
20190120:0410,0.0,0.0,0.0,-6.51,1.66,0.0
20190120:0510,0.0,0.0,0.0,-6.86,1.66,0.0
20190120:0610,0.0,0.0,0.0,-7.16,1.66,0.0
20190120:0710,0.0,0.0,0.0,-7.52,1.59,0.0
20190120:0810,182435.0,405.9,8.38,-6.86,1.45,0.0
20190120:0910,274895.0,613.65,14.45,-5.36,1.66,0.0
20190120:1010,259690.0,583.11,18.56,-3.35,1.79,0.0
20190120:1110,81700.0,193.91,20.35,-2.38,1.45,0.0
20190120:1210,30095.0,82.72,19.6,-1.7,1.24,0.0
20190120:1310,26805.0,75.37,16.42,-1.37,1.31,0.0
20190120:1410,24805.0,70.65,11.11,-1.51,1.52,0.0
20190120:1510,21685.0,64.9,4.12,-2.19,1.52,0.0
20190120:1610,0.0,0.0,0.0,-3.63,1.79,0.0
20190120:1710,0.0,0.0,0.0,-4.95,1.93,0.0
20190120:1810,0.0,0.0,0.0,-5.72,2.07,0.0
20190120:1910,0.0,0.0,0.0,-6.04,1.86,0.0
20190120:2010,0.0,0.0,0.0,-6.48,1.86,0.0
20190120:2110,0.0,0.0,0.0,-6.58,1.86,0.0
20190120:2210,0.0,0.0,0.0,-6.89,1.93,0.0
20190120:2310,0.0,0.0,0.0,-7.61,1.86,0.0
20190121:0010,0.0,0.0,0.0,-8.12,1.79,0.0
20190121:0110,0.0,0.0,0.0,-8.28,1.79,0.0
20190121:0210,0.0,0.0,0.0,-5.34,1.72,0.0
20190121:0310,0.0,0.0,0.0,-5.7,1.72,0.0
20190121:0410,0.0,0.0,0.0,-5.37,1.59,0.0
20190121:0510,0.0,0.0,0.0,-5.67,1.59,0.0
20190121:0610,0.0,0.0,0.0,-5.87,1.59,0.0
20190121:0710,0.0,0.0,0.0,-6.48,1.66,0.0
20190121:0810,187930.0,420.45,8.54,-5.68,1.38,0.0
20190121:0910,274610.0,617.94,14.63,-4.33,1.38,0.0
20190121:1010,339715.0,779.98,18.76,-2.74,1.52,0.0
20190121:1110,350835.0,816.74,20.56,-1.21,1.38,0.0
20190121:1210,260840.0,597.34,19.83,-1.34,0.97,0.0
20190121:1310,273365.0,631.1,16.65,-1.04,0.69,0.0
20190121:1410,191435.0,440.92,11.34,-0.9,0.48,0.0
20190121:1510,70985.0,179.09,4.34,-1.11,0.48,0.0
20190121:1610,0.0,0.0,0.0,-1.43,0.55,0.0
20190121:1710,0.0,0.0,0.0,-1.88,0.48,0.0
20190121:1810,0.0,0.0,0.0,-2.26,0.21,0.0
20190121:1910,0.0,0.0,0.0,-4.32,1.03,0.0
20190121:2010,0.0,0.0,0.0,-3.76,0.76,0.0
20190121:2110,0.0,0.0,0.0,-4.14,0.76,0.0
20190121:2210,0.0,0.0,0.0,-4.66,1.17,0.0
20190121:2310,0.0,0.0,0.0,-5.17,0.97,0.0
20190122:0010,0.0,0.0,0.0,-5.43,0.41,0.0
20190122:0110,0.0,0.0,0.0,-5.76,0.62,0.0
20190122:0210,0.0,0.0,0.0,-6.09,0.62,0.0
20190122:0310,0.0,0.0,0.0,-6.36,0.41,0.0
20190122:0410,0.0,0.0,0.0,-6.51,0.41,0.0
20190122:0510,0.0,0.0,0.0,-6.55,0.62,0.0
20190122:0610,0.0,0.0,0.0,-6.49,0.76,0.0
20190122:0710,0.0,0.0,0.0,-7.41,0.69,0.0
20190122:0810,54650.0,133.48,8.71,-6.67,0.62,0.0
20190122:0910,51000.0,126.76,14.81,-4.84,0.9,0.0
20190122:1010,26800.0,74.45,18.97,-4.37,1.79,0.0
20190122:1110,20980.0,61.58,20.79,-3.02,1.72,0.0
20190122:1210,16195.0,50.55,20.07,-2.34,1.66,0.0
20190122:1310,14980.0,47.79,16.88,-1.53,1.66,0.0
20190122:1410,7610.0,29.41,11.57,-1.52,1.79,0.0
20190122:1510,1335.0,11.03,4.56,-2.03,1.52,0.0
20190122:1610,0.0,0.0,0.0,-3.08,1.59,0.0
20190122:1710,0.0,0.0,0.0,-3.82,1.59,0.0
20190122:1810,0.0,0.0,0.0,-3.99,1.59,0.0
20190122:1910,0.0,0.0,0.0,-4.72,1.38,0.0
20190122:2010,0.0,0.0,0.0,-7.38,1.45,0.0
20190122:2110,0.0,0.0,0.0,-7.36,1.45,0.0
20190122:2210,0.0,0.0,0.0,-7.09,1.31,0.0
20190122:2310,0.0,0.0,0.0,-5.06,1.03,0.0
20190123:0010,0.0,0.0,0.0,-6.59,1.17,0.0
20190123:0110,0.0,0.0,0.0,-7.83,1.31,0.0
20190123:0210,0.0,0.0,0.0,-8.85,1.52,0.0
20190123:0310,0.0,0.0,0.0,-10.4,1.66,0.0
20190123:0410,0.0,0.0,0.0,-10.73,1.72,0.0
20190123:0510,0.0,0.0,0.0,-10.49,1.72,0.0
20190123:0610,0.0,0.0,0.0,-10.41,1.72,0.0
20190123:0710,0.0,0.0,0.0,-9.83,1.66,0.0
20190123:0810,21820.0,61.96,8.88,-8.7,1.86,0.0
20190123:0910,42980.0,108.65,15.0,-6.55,2.21,0.0
20190123:1010,36070.0,94.67,19.18,-5.06,2.55,0.0
20190123:1110,39240.0,102.02,21.02,-3.9,2.76,0.0
20190123:1210,23365.0,67.1,20.3,-2.63,2.83,0.0
20190123:1310,35720.0,94.84,17.13,-2.31,2.48,0.0
20190123:1410,25560.0,72.1,11.81,-2.19,2.48,0.0
20190123:1510,0.0,4.6,4.79,-2.81,2.69,0.0
20190123:1610,0.0,0.0,0.0,-3.13,2.34,0.0
20190123:1710,0.0,0.0,0.0,-3.42,2.28,0.0
20190123:1810,0.0,0.0,0.0,-3.57,2.07,0.0
20190123:1910,0.0,0.0,0.0,-4.36,2.34,0.0
20190123:2010,0.0,0.0,0.0,-4.57,2.21,0.0
20190123:2110,0.0,0.0,0.0,-4.65,2.14,0.0
20190123:2210,0.0,0.0,0.0,-4.63,1.86,0.0
20190123:2310,0.0,0.0,0.0,-4.75,1.86,0.0
20190124:0010,0.0,0.0,0.0,-4.81,1.93,0.0
20190124:0110,0.0,0.0,0.0,-4.99,1.86,0.0
20190124:0210,0.0,0.0,0.0,-5.21,1.79,0.0
20190124:0310,0.0,0.0,0.0,-5.2,1.52,0.0
20190124:0410,0.0,0.0,0.0,-5.5,1.38,0.0
20190124:0510,0.0,0.0,0.0,-5.93,1.38,0.0
20190124:0610,0.0,0.0,0.0,-6.27,1.45,0.0
20190124:0710,0.0,0.0,0.0,-6.75,1.24,0.0
20190124:0810,74095.0,174.16,9.05,-6.82,1.24,0.0
20190124:0910,80570.0,188.72,15.2,-5.17,1.24,0.0
20190124:1010,32380.0,87.32,19.4,-3.35,0.97,0.0
20190124:1110,23285.0,67.1,21.25,-2.44,0.62,0.0
20190124:1210,18465.0,56.07,20.55,-1.91,0.14,0.0
20190124:1310,22790.0,66.18,17.37,-1.77,0.14,0.0
20190124:1410,11950.0,40.44,12.05,-1.71,0.21,0.0
20190124:1510,3330.0,17.46,5.03,-2.21,0.41,0.0
20190124:1610,0.0,0.0,0.0,-3.03,0.55,0.0
20190124:1710,0.0,0.0,0.0,-2.72,0.62,0.0
20190124:1810,0.0,0.0,0.0,-2.65,0.55,0.0
20190124:1910,0.0,0.0,0.0,-3.64,0.48,0.0
20190124:2010,0.0,0.0,0.0,-3.95,0.76,0.0
20190124:2110,0.0,0.0,0.0,-3.96,0.62,0.0
20190124:2210,0.0,0.0,0.0,-4.36,0.9,0.0
20190124:2310,0.0,0.0,0.0,-7.24,1.45,0.0
20190125:0010,0.0,0.0,0.0,-8.3,1.66,0.0
20190125:0110,0.0,0.0,0.0,-8.62,1.72,0.0
20190125:0210,0.0,0.0,0.0,-8.75,1.66,0.0
20190125:0310,0.0,0.0,0.0,-9.38,1.72,0.0
20190125:0410,0.0,0.0,0.0,-8.65,1.79,0.0
20190125:0510,0.0,0.0,0.0,-7.94,1.86,0.0
20190125:0610,0.0,0.0,0.0,-7.91,1.93,0.0
20190125:0710,0.0,0.0,0.0,-7.01,1.86,0.0
20190125:0810,50345.0,124.32,9.24,-5.82,2.62,0.0
20190125:0910,54535.0,133.79,15.41,-5.0,2.62,0.0
20190125:1010,37205.0,97.43,19.63,-4.39,2.28,0.0
20190125:1110,36725.0,96.51,21.49,-4.06,2.28,0.0
20190125:1210,17110.0,52.39,20.8,-3.81,2.62,0.0
20190125:1310,15155.0,47.79,17.62,-3.71,2.97,0.0
20190125:1410,19075.0,56.99,12.29,-3.64,3.17,0.0
20190125:1510,13260.0,43.69,5.26,-3.76,2.9,0.0
20190125:1610,0.0,0.0,0.0,-3.8,2.69,0.0
20190125:1710,0.0,0.0,0.0,-3.99,2.21,0.0
20190125:1810,0.0,0.0,0.0,-4.38,2.14,0.0
20190125:1910,0.0,0.0,0.0,-4.4,2.21,0.0
20190125:2010,0.0,0.0,0.0,-4.64,2.34,0.0
20190125:2110,0.0,0.0,0.0,-4.19,2.69,0.0
20190125:2210,0.0,0.0,0.0,-3.66,2.97,0.0
20190125:2310,0.0,0.0,0.0,-3.29,3.24,0.0
20190126:0010,0.0,0.0,0.0,-3.07,3.45,0.0
20190126:0110,0.0,0.0,0.0,-2.93,3.59,0.0
20190126:0210,0.0,0.0,0.0,-2.69,3.66,0.0
20190126:0310,0.0,0.0,0.0,-2.48,3.72,0.0
20190126:0410,0.0,0.0,0.0,-2.18,3.66,0.0
20190126:0510,0.0,0.0,0.0,-1.74,3.72,0.0
20190126:0610,0.0,0.0,0.0,-1.17,3.86,0.0
20190126:0710,0.0,0.0,0.0,-1.05,3.93,0.0
20190126:0810,15115.0,48.2,9.43,-0.46,4.07,0.0
20190126:0910,20295.0,60.66,15.62,0.28,4.34,0.0
20190126:1010,38875.0,102.99,19.86,0.94,3.72,0.0
20190126:1110,22535.0,66.18,21.74,1.42,4.0,0.0
20190126:1210,24080.0,69.85,21.05,1.98,5.38,0.0
20190126:1310,23250.0,68.02,17.88,2.22,4.76,0.0
20190126:1410,14710.0,47.79,12.54,2.47,4.83,0.0
20190126:1510,1050.0,10.11,5.5,2.35,4.48,0.0
20190126:1610,0.0,0.0,0.0,2.24,4.28,0.0
20190126:1710,0.0,0.0,0.0,2.17,4.07,0.0
20190126:1810,0.0,0.0,0.0,2.05,3.59,0.0
20190126:1910,0.0,0.0,0.0,1.75,3.17,0.0
20190126:2010,0.0,0.0,0.0,1.68,3.1,0.0
20190126:2110,0.0,0.0,0.0,1.62,3.1,0.0
20190126:2210,0.0,0.0,0.0,1.53,3.03,0.0
20190126:2310,0.0,0.0,0.0,1.45,3.1,0.0
20190127:0010,0.0,0.0,0.0,1.34,3.03,0.0
20190127:0110,0.0,0.0,0.0,1.1,2.9,0.0
20190127:0210,0.0,0.0,0.0,0.91,2.83,0.0
20190127:0310,0.0,0.0,0.0,0.66,2.83,0.0
20190127:0410,0.0,0.0,0.0,0.5,2.97,0.0
20190127:0510,0.0,0.0,0.0,0.35,3.03,0.0
20190127:0610,0.0,0.0,0.0,0.32,3.1,0.0
20190127:0710,0.0,0.0,0.0,0.77,3.38,0.0
20190127:0810,8560.0,32.17,9.62,1.1,3.24,0.0
20190127:0910,20125.0,60.66,15.83,1.79,3.03,0.0
20190127:1010,56315.0,142.23,20.1,2.61,2.69,0.0
20190127:1110,72330.0,177.61,21.99,3.26,2.9,0.0
20190127:1210,100370.0,238.94,21.31,4.02,2.97,0.0
20190127:1310,235630.0,543.53,18.14,4.22,2.55,0.0
20190127:1410,217330.0,503.56,12.79,4.86,2.97,0.0
20190127:1510,92435.0,230.06,5.75,4.73,2.83,0.0
20190127:1610,0.0,0.0,0.0,3.16,2.76,0.0
20190127:1710,0.0,0.0,0.0,2.1,2.83,0.0
20190127:1810,0.0,0.0,0.0,1.72,2.97,0.0
20190127:1910,0.0,0.0,0.0,1.57,3.17,0.0
20190127:2010,0.0,0.0,0.0,1.42,3.17,0.0
20190127:2110,0.0,0.0,0.0,1.38,3.24,0.0
20190127:2210,0.0,0.0,0.0,1.11,3.38,0.0
20190127:2310,0.0,0.0,0.0,1.05,3.45,0.0
20190128:0010,0.0,0.0,0.0,0.95,3.66,0.0
20190128:0110,0.0,0.0,0.0,0.67,4.48,0.0
20190128:0210,0.0,0.0,0.0,0.25,4.62,0.0
20190128:0310,0.0,0.0,0.0,-0.02,4.0,0.0
20190128:0410,0.0,0.0,0.0,-0.22,3.59,0.0
20190128:0510,0.0,0.0,0.0,-0.53,3.38,0.0
20190128:0610,0.0,0.0,0.0,-0.32,3.31,0.0
20190128:0710,0.0,0.0,0.0,0.1,3.31,0.0
20190128:0810,65020.0,159.03,9.82,0.34,3.24,0.0
20190128:0910,26210.0,74.45,16.06,0.64,3.66,0.0
20190128:1010,13665.0,45.04,20.34,1.28,4.41,0.0
20190128:1110,15895.0,50.55,22.25,1.94,5.93,0.0
20190128:1210,10655.0,37.68,21.58,2.3,5.66,0.0
20190128:1310,20885.0,62.5,18.4,2.38,6.21,0.0
20190128:1410,7485.0,29.41,13.05,1.85,4.07,0.0
20190128:1510,16810.0,53.12,5.99,1.41,4.76,0.0
20190128:1610,0.0,0.0,0.0,0.84,4.55,0.0
20190128:1710,0.0,0.0,0.0,0.57,4.41,0.0
20190128:1810,0.0,0.0,0.0,0.32,4.34,0.0
20190128:1910,0.0,0.0,0.0,0.15,4.21,0.0
20190128:2010,0.0,0.0,0.0,0.28,4.41,0.0
20190128:2110,0.0,0.0,0.0,0.3,4.62,0.0
20190128:2210,0.0,0.0,0.0,0.19,4.69,0.0
20190128:2310,0.0,0.0,0.0,0.01,4.69,0.0
20190129:0010,0.0,0.0,0.0,-0.26,4.55,0.0
20190129:0110,0.0,0.0,0.0,-0.69,4.21,0.0
20190129:0210,0.0,0.0,0.0,-0.87,4.14,0.0
20190129:0310,0.0,0.0,0.0,-1.11,4.14,0.0
20190129:0410,0.0,0.0,0.0,-1.44,4.0,0.0
20190129:0510,0.0,0.0,0.0,-1.55,3.52,0.0
20190129:0610,0.0,0.0,0.0,-1.57,3.17,0.0
20190129:0710,0.0,0.0,0.0,-1.8,3.03,0.0
20190129:0810,21540.0,63.04,10.03,-1.49,3.52,0.0
20190129:0910,33120.0,89.45,16.29,-0.98,3.59,0.0
20190129:1010,64835.0,158.79,20.59,-0.41,3.1,0.0
20190129:1110,62795.0,155.05,22.52,0.21,2.97,0.0
20190129:1210,12955.0,43.2,21.85,0.54,2.76,0.0
20190129:1310,39235.0,103.85,18.67,0.65,2.34,0.0
20190129:1410,29355.0,81.61,13.31,0.59,1.86,0.0
20190129:1510,1070.0,10.11,6.24,-0.26,1.1,0.0
20190129:1610,0.0,0.0,0.0,-1.06,0.97,0.0
20190129:1710,0.0,0.0,0.0,-1.58,1.17,0.0
20190129:1810,0.0,0.0,0.0,-2.66,1.52,0.0
20190129:1910,0.0,0.0,0.0,-5.09,1.86,0.0
20190129:2010,0.0,0.0,0.0,-6.35,2.07,0.0
20190129:2110,0.0,0.0,0.0,-7.32,2.28,0.0
20190129:2210,0.0,0.0,0.0,-8.09,2.41,0.0
20190129:2310,0.0,0.0,0.0,-8.51,2.48,0.0
20190130:0010,0.0,0.0,0.0,-8.37,2.48,0.0
20190130:0110,0.0,0.0,0.0,-8.8,2.55,0.0
20190130:0210,0.0,0.0,0.0,-9.19,2.62,0.0
20190130:0310,0.0,0.0,0.0,-9.44,2.69,0.0
20190130:0410,0.0,0.0,0.0,-9.47,2.69,0.0
20190130:0510,0.0,0.0,0.0,-9.21,2.48,0.0
20190130:0610,0.0,0.0,0.0,-9.01,2.34,0.0
20190130:0710,0.0,3.45,2.49,-9.17,2.34,0.0
20190130:0810,40075.0,102.0,10.24,-7.34,2.0,0.0
20190130:0910,47305.0,118.4,16.52,-5.71,2.0,0.0
20190130:1010,68575.0,166.05,20.84,-1.9,2.14,0.0
20190130:1110,101385.0,236.98,22.78,-0.76,2.41,0.0
20190130:1210,133690.0,307.08,22.12,0.3,2.76,0.0
20190130:1310,225610.0,511.65,18.94,1.14,2.9,0.0
20190130:1410,94690.0,224.08,13.57,1.47,2.83,0.0
20190130:1510,25830.0,74.49,6.5,0.89,2.69,0.0
20190130:1610,0.0,0.0,0.0,-0.23,2.62,0.0
20190130:1710,0.0,0.0,0.0,-0.51,2.55,0.0
20190130:1810,0.0,0.0,0.0,-0.62,2.55,0.0
20190130:1910,0.0,0.0,0.0,-0.64,2.83,0.0
20190130:2010,0.0,0.0,0.0,-0.4,2.83,0.0
20190130:2110,0.0,0.0,0.0,-0.43,2.9,0.0
20190130:2210,0.0,0.0,0.0,-0.65,2.76,0.0
20190130:2310,0.0,0.0,0.0,-0.96,2.48,0.0
20190131:0010,0.0,0.0,0.0,-1.61,2.0,0.0
20190131:0110,0.0,0.0,0.0,-2.34,1.79,0.0
20190131:0210,0.0,0.0,0.0,-3.87,1.59,0.0
20190131:0310,0.0,0.0,0.0,-5.04,1.52,0.0
20190131:0410,0.0,0.0,0.0,-5.42,1.52,0.0
20190131:0510,0.0,0.0,0.0,-4.78,1.45,0.0
20190131:0610,0.0,0.0,0.0,-3.71,1.38,0.0
20190131:0710,945.0,9.48,2.69,-5.73,1.66,0.0
20190131:0810,127940.0,291.65,10.46,-3.68,1.45,0.0
20190131:0910,114130.0,259.65,16.76,-4.73,1.72,0.0
20190131:1010,226710.0,509.8,21.1,-2.06,2.07,0.0
20190131:1110,183580.0,417.86,23.06,0.59,2.34,0.0
20190131:1210,185110.0,422.58,22.4,1.41,2.41,0.0
20190131:1310,203055.0,463.72,19.22,1.77,2.34,0.0
20190131:1410,105450.0,248.19,13.84,1.74,2.21,0.0
20190131:1510,1570.0,11.95,6.75,0.78,1.72,0.0
20190131:1610,0.0,0.0,0.0,-0.68,2.0,0.0
20190131:1710,0.0,0.0,0.0,-1.76,2.07,0.0
20190131:1810,0.0,0.0,0.0,-2.51,2.14,0.0
20190131:1910,0.0,0.0,0.0,-4.3,2.0,0.0
20190131:2010,0.0,0.0,0.0,-5.07,1.86,0.0
20190131:2110,0.0,0.0,0.0,-6.05,2.0,0.0
20190131:2210,0.0,0.0,0.0,-6.63,2.14,0.0
20190131:2310,0.0,0.0,0.0,-6.99,2.28,0.0
20190201:0010,0.0,0.0,0.0,-6.89,2.41,0.0
20190201:0110,0.0,0.0,0.0,-5.18,2.41,0.0
20190201:0210,0.0,0.0,0.0,-3.3,2.48,0.0
20190201:0310,0.0,0.0,0.0,-1.92,2.48,0.0
20190201:0410,0.0,0.0,0.0,-1.36,2.55,0.0
20190201:0510,0.0,0.0,0.0,-1.14,2.69,0.0
20190201:0610,0.0,0.0,0.0,-1.05,2.62,0.0
20190201:0710,0.0,3.45,2.9,-1.1,2.34,0.0
20190201:0810,6895.0,27.57,10.69,-0.88,1.86,0.0
20190201:0910,42830.0,111.21,17.01,-0.5,1.52,0.0
20190201:1010,69985.0,171.0,21.37,0.66,1.79,0.0
20190201:1110,73185.0,179.03,23.34,1.9,1.86,0.0
20190201:1210,7805.0,30.33,22.69,2.3,1.86,0.0
20190201:1310,51230.0,131.14,19.5,2.32,1.79,0.0
20190201:1410,31485.0,87.02,14.11,2.52,2.0,0.0
20190201:1510,15140.0,49.1,7.01,2.14,2.21,0.0
20190201:1610,0.0,0.0,0.0,1.22,2.55,0.0
20190201:1710,0.0,0.0,0.0,0.7,2.62,0.0
20190201:1810,0.0,0.0,0.0,0.47,2.62,0.0
20190201:1910,0.0,0.0,0.0,0.11,3.03,0.0
20190201:2010,0.0,0.0,0.0,0.03,2.62,0.0
20190201:2110,0.0,0.0,0.0,0.03,2.21,0.0
20190201:2210,0.0,0.0,0.0,-0.01,1.72,0.0
20190201:2310,0.0,0.0,0.0,-0.28,1.38,0.0
20190202:0010,0.0,0.0,0.0,-0.82,1.17,0.0
20190202:0110,0.0,0.0,0.0,-1.43,0.83,0.0
20190202:0210,0.0,0.0,0.0,-2.42,1.1,0.0
20190202:0310,0.0,0.0,0.0,-3.08,1.45,0.0
20190202:0410,0.0,0.0,0.0,-3.46,1.45,0.0
20190202:0510,0.0,0.0,0.0,-2.96,1.45,0.0
20190202:0610,0.0,0.0,0.0,-2.34,1.45,0.0
20190202:0710,0.0,5.17,3.11,-2.29,1.24,0.0
20190202:0810,17630.0,54.12,10.92,-1.22,1.31,0.0
20190202:0910,7205.0,28.49,17.26,-0.05,1.31,0.0
20190202:1010,24890.0,71.69,21.64,1.31,2.0,0.0
20190202:1110,49915.0,128.46,23.62,2.3,2.0,0.0
20190202:1210,37535.0,101.1,22.98,3.04,2.21,0.0
20190202:1310,56655.0,143.81,19.78,3.74,2.07,0.0
20190202:1410,37845.0,102.13,14.39,4.4,1.86,0.0
20190202:1510,2910.0,16.54,7.27,4.38,1.24,0.0
20190202:1610,0.0,0.0,0.0,3.62,1.24,0.0
20190202:1710,0.0,0.0,0.0,2.17,0.9,0.0
20190202:1810,0.0,0.0,0.0,2.66,0.07,0.0
20190202:1910,0.0,0.0,0.0,2.37,0.41,0.0
20190202:2010,0.0,0.0,0.0,2.23,0.34,0.0
20190202:2110,0.0,0.0,0.0,1.98,0.41,0.0
20190202:2210,0.0,0.0,0.0,1.33,0.76,0.0
20190202:2310,0.0,0.0,0.0,0.54,1.52,0.0
20190203:0010,0.0,0.0,0.0,1.29,1.79,0.0
20190203:0110,0.0,0.0,0.0,1.15,2.07,0.0
20190203:0210,0.0,0.0,0.0,1.15,2.55,0.0
20190203:0310,0.0,0.0,0.0,0.76,3.1,0.0
20190203:0410,0.0,0.0,0.0,0.53,3.66,0.0
20190203:0510,0.0,0.0,0.0,0.19,3.45,0.0
20190203:0610,0.0,0.0,0.0,-0.07,3.52,0.0
20190203:0710,0.0,4.31,3.33,-0.25,4.07,0.0
20190203:0810,14540.0,46.88,11.16,-0.46,4.0,0.0
20190203:0910,18785.0,56.99,17.52,-0.36,4.07,0.0
20190203:1010,28380.0,79.05,21.92,-0.45,3.93,0.0
20190203:1110,35750.0,95.59,23.91,-0.44,3.72,0.0
20190203:1210,47335.0,121.06,23.27,-0.53,3.52,0.0
20190203:1310,41120.0,107.36,20.07,-0.6,3.45,0.0
20190203:1410,26435.0,74.52,14.66,-0.66,3.79,0.0
20190203:1510,3920.0,19.3,7.53,-0.72,2.9,0.0
20190203:1610,0.0,0.0,0.0,-0.84,3.45,0.0
20190203:1710,0.0,0.0,0.0,-0.9,3.52,0.0
20190203:1810,0.0,0.0,0.0,-0.98,3.52,0.0
20190203:1910,0.0,0.0,0.0,-1.07,3.38,0.0
20190203:2010,0.0,0.0,0.0,-1.23,3.1,0.0
20190203:2110,0.0,0.0,0.0,-1.35,2.83,0.0
20190203:2210,0.0,0.0,0.0,-1.52,2.76,0.0
20190203:2310,0.0,0.0,0.0,-1.66,2.69,0.0
20190204:0010,0.0,0.0,0.0,-1.78,2.62,0.0
20190204:0110,0.0,0.0,0.0,-1.95,2.55,0.0
20190204:0210,0.0,0.0,0.0,-1.89,2.34,0.0
20190204:0310,0.0,0.0,0.0,-2.2,2.07,0.0
20190204:0410,0.0,0.0,0.0,-2.94,1.93,0.0
20190204:0510,0.0,0.0,0.0,-3.82,1.93,0.0
20190204:0610,0.0,0.0,0.0,-4.48,1.72,0.0
20190204:0710,1175.0,10.34,3.55,-5.46,1.45,0.0
20190204:0810,54775.0,133.99,11.4,-6.25,1.03,0.0
20190204:0910,75910.0,181.42,17.78,-2.96,0.55,0.0
20190204:1010,75410.0,181.32,22.2,-2.22,0.76,0.0
20190204:1110,78250.0,188.54,24.21,-0.77,1.1,0.0
20190204:1210,67155.0,165.11,23.57,0.09,1.17,0.0
20190204:1310,99470.0,234.74,20.36,0.48,1.38,0.0
20190204:1410,74145.0,179.53,14.94,0.51,1.93,0.0
20190204:1510,28260.0,79.53,7.8,-0.26,1.66,0.0
20190204:1610,0.0,0.0,0.0,-1.74,1.66,0.0
20190204:1710,0.0,0.0,0.0,-3.42,1.59,0.0
20190204:1810,0.0,0.0,0.0,-5.05,2.07,0.0
20190204:1910,0.0,0.0,0.0,-6.71,2.21,0.0
20190204:2010,0.0,0.0,0.0,-8.35,2.07,0.0
20190204:2110,0.0,0.0,0.0,-8.89,1.93,0.0
20190204:2210,0.0,0.0,0.0,-9.81,2.0,0.0
20190204:2310,0.0,0.0,0.0,-10.21,1.93,0.0
20190205:0010,0.0,0.0,0.0,-9.9,1.72,0.0
20190205:0110,0.0,0.0,0.0,-8.67,1.38,0.0
20190205:0210,0.0,0.0,0.0,-7.98,1.24,0.0
20190205:0310,0.0,0.0,0.0,-10.28,1.59,0.0
20190205:0410,0.0,0.0,0.0,-11.92,1.86,0.0
20190205:0510,0.0,0.0,0.0,-10.19,1.24,0.0
20190205:0610,0.0,0.0,0.0,-9.17,0.83,0.0
20190205:0710,775.0,8.62,3.78,-14.11,1.38,0.0
20190205:0810,32370.0,83.87,11.65,-12.85,1.31,0.0
20190205:0910,36480.0,93.78,18.05,-10.16,1.03,0.0
20190205:1010,27155.0,74.45,22.49,-7.31,1.17,0.0
20190205:1110,30610.0,82.72,24.51,-5.28,1.17,0.0
20190205:1210,23415.0,67.1,23.87,-3.44,1.1,0.0
20190205:1310,18495.0,56.07,20.66,-2.01,1.03,0.0
20190205:1410,14175.0,45.96,15.23,-1.05,1.03,0.0
20190205:1510,6200.0,25.74,8.07,-0.69,1.1,0.0
20190205:1610,0.0,0.0,0.0,-1.19,1.38,0.0
20190205:1710,0.0,0.0,0.0,-2.31,1.66,0.0
20190205:1810,0.0,0.0,0.0,-2.67,1.45,0.0
20190205:1910,0.0,0.0,0.0,-4.19,1.24,0.0
20190205:2010,0.0,0.0,0.0,-4.73,1.38,0.0
20190205:2110,0.0,0.0,0.0,-5.05,1.31,0.0
20190205:2210,0.0,0.0,0.0,-5.51,1.38,0.0
20190205:2310,0.0,0.0,0.0,-6.08,1.45,0.0
20190206:0010,0.0,0.0,0.0,-6.78,1.59,0.0
20190206:0110,0.0,0.0,0.0,-7.37,1.52,0.0
20190206:0210,0.0,0.0,0.0,-7.91,1.52,0.0
20190206:0310,0.0,0.0,0.0,-8.61,1.66,0.0
20190206:0410,0.0,0.0,0.0,-9.3,1.66,0.0
20190206:0510,0.0,0.0,0.0,-10.25,1.66,0.0
20190206:0610,0.0,0.0,0.0,-10.91,1.59,0.0
20190206:0710,0.0,3.45,4.01,-9.7,1.52,0.0
20190206:0810,2535.0,14.71,11.9,-8.65,1.31,0.0
20190206:0910,29485.0,79.96,18.32,-6.02,1.45,0.0
